1.02	1.24	1.52	5757	0.0455	0.021	2250	1.19
0.505	0.96	0.49	3820	0.027	0.11	333	0.59
18	1.22	1.39	6260	0.155	0.121	1200	1.1
2.2	1.17	2.13	6510	0.08	0	2700	1.48
6	0.812	0.94	5155	0.1967	0.01	857	0.902
9.9	1.03	0.88	5330	0.08	0.569	1140	0.88
0.68	1.72	1.16	6075	0.04162	0	1500	1.18
0.54	1.077	0.831	5070	0.047	0	1500	0.82
1.24	1.11	0.765	4752	0.0229	0	1500	0.78
1.17	1.23	1.34	6210	0.0306	0	1500	1.26
1.253	1.169	1	5850	0.03556	0	220	0.98
0.917	1.706	1.798	6200	0.05084	0	479	1.388
3.06	1.08	0.783	4675	0.0371	0.057	90	0.71
0.46	1.045	0.81	4980	0.0439	0	125	0.82
1.404	1.736	1.599	6300	0.02293	0	427	1.35
7.341	1.281	1.306	6475	0.036	0.087	160	1.211
0.542	1.428	1.477	6300	0.0499	0	308	1.18
10.43	1.165	1.23	6400	0.02047	0.0088	100	1.24
0.847	1.079	0.834	5150	0.03138	0	144	0.84
0.3	1.21	1.06	5800	0.052	0	230	1.01
0.588	1.158	1.13	6000	0.04698	0	300	1.1
1.032	1.104	1.147	6075	0.0359	0	330	1.129
0.58	1.26	0.95	5750	0.0474	0	169	1
1.028	1.281	1.34	5950	0.03985	0	250	1.12
0.91	1.12	1.05	6100	0.0455	0.046	334	1.08
0.244	0.792	0.846	4800	0.0457	0.03	80	0.825
4.59	1.438	1.444	7400	0.02558	0	116	1.495
0.59	1.22	0.93	5700	0.0524	0.038	120	1.01
2.279	1.269	0.943	5881	0.02624	0	450	1.02
1.696	1.136	0.977	5800	0.04339	0	338	0.849
2.712	1.079	1.365	6150	0.07551	0.0321	110	1.216
0.28	1.27	0.895	5400	0.0486	0	230	0.93
1.1215	1.363	1.15	5500	0.02312	0	300	0.93
0.92	1.21	1.01	5450	0.04	0	180	0.95
1.14	1.15	1.15	5400	0.052	0	200	1.084
1.637	1.171	1.084	5700	0.02729	0	297	1
1.437	1.138	0.855	5400	0.02913	0.009	230	0.861
0.46	1.27	0.79	5000	0.0272	0	140	0.87
0.57	1.3	1.06	5900	0.0533	0	330	1.01
0.89	1.37	1.17	5800	0.0561	0	300	0.94
0.503	1.224	0.87	5450	0.0421	0.054	307	0.888
2.06	1.24	1.36	6250	0.0514	0	480	1.22
0.57	1.39	1.28	6230	0.0567	0	160	1.25
0.38	1.43	1.88	5550	0.0574	0	330	1.32
2.32	1.39	1.75	6600	0.0546	0	380	1.3
0.42	1.4	0.87	5200	0.0517	0	225	0.87
0.96	1.33	1.432	6400	0.0617	0	140	1.276
2.258	1.5	2.32	6050	0.04631	0	200	1.572
1.16	1.75	2.31	6100	0.0415	0	550	2.02
0.9	1.7	1.64	6600	0.0539	0	240	1.56
0.554	0.952	0.63	4145	0.0346	0.07	60	0.58
4.01	1.49	1.15	6250	0.047	0.1	3200	1.2
11.79	1.217	1.377	6429	0.0454	0.26	260	1.213
1.72	1.34	1.55	5700	0.0555	0	293	1.32
1.077	1.03	1.06	5510	0.0487	0	255	0.88
